ad_id,date_published,typology,asking_price_sek,land_area_sqm,living_area_sqm,sqm_price_sek,number_rooms,address,location,coordenates
21440984,2024-12-28,APARTMENT,3695000.0,0.0,82.0,45061.0,4.0,Einar Hansens esplanad 14,"Västra Hamnen, Malmö kommun","55.6118431,12.9822884"
21462070,2024-12-28,APARTMENT,3095000.0,0.0,109.0,28394.0,4.0,Skarpskyttevägen 30A,"Norra Fäladen, Lunds kommun","55.7230072,13.1973028"
21455084,2024-12-28,APARTMENT,2295000.0,0.0,54.0,42500.0,2.0,Boplatsvägen 9,"Brotorp/järvastaden, Sundbybergs kommun","59.381943,17.973993"
21411619,2024-12-28,APARTMENT,3675000.0,0.0,119.0,30882.0,4.0,Drottninggatan 34C,"Alingsås, Alingsås kommun","57.93111,12.5369"
21461458,2024-12-28,APARTMENT,295000.0,0.0,99.0,2980.0,4.0,Valhallagatan 19A,"Skara, Skara kommun","58.38283,13.4190693"
21330881,2024-12-28,HOUSE,2085000.0,435.0,111.0,4793.1,5.0,Atlasvägen 15,"Övre Bredsand, Sundsvalls kommun","62.3521843,17.36001"
21461794,2024-12-28,APARTMENT,2895000.0,0.0,49.0,59082.0,2.0,Trollebergsvägen 49A,"Väster, Lunds kommun","55.7025223,13.1750078"
21441407,2024-12-28,APARTMENT,1450000.0,0.0,65.5,22137.0,2.0,Brattebovägen 1A,"Arvidstorp, Falkenbergs kommun","56.9110426888,12.4909330344"
21367531,2024-12-28,HOUSE,4450000.0,645.0,123.0,6899.22,4.0,Karl Salomonssons väg 2B,"Tröingeberg, Falkenbergs kommun","56.9221334579,12.5260441063"
21438918,2024-12-28,APARTMENT,2195000.0,0.0,53.0,41415.0,2.0,Krokslättsgatan 3B,"Krokslätt, Mölndals kommun","57.6746864,12.0062408"
21437450,2024-12-28,APARTMENT,2350000.0,0.0,72.5,32414.0,3.0,Flöjtgatan 15,"Kaverös, Göteborgs kommun","57.66122,11.9214287"
21459650,2024-12-28,APARTMENT,1895000.0,0.0,37.0,51216.0,1.0,Häradsgatan 30B,"Mölndal, Mölndals kommun","57.6624336,12.004921"
21460701,2024-12-28,APARTMENT,10495000.0,0.0,121.0,86736.0,4.0,Västgötagatan 18,"Södermalm - Katarina, Stockholms kommun","59.3121567,18.0714664"
21458767,2024-12-28,APARTMENT,4395000.0,0.0,74.0,59392.0,3.0,Hedtångsvägen 17,"Hovås, Göteborgs kommun","57.5980034,11.9523506"
21461611,2024-12-28,APARTMENT,1150000.0,0.0,32.5,35385.0,1.0,Näckrosvägen 24,"Västerslätt, Umeå kommun","63.8365538,20.2382571"
21462195,2024-12-28,APARTMENT,1995000.0,0.0,81.0,24630.0,3.0,Rosentorpsvägen 22,"Oxie, Malmö kommun","55.5471751058,13.1087864656"
21459845,2024-12-28,APARTMENT,2295000.0,0.0,51.0,45000.0,1.0,Norra gubberogatan 9,"Olskroken, Göteborgs kommun","57.71376,12.0004721"
21459825,2024-12-28,APARTMENT,3495000.0,0.0,66.5,52556.0,2.5,Klåvavägen 70,"Hovås, Göteborgs kommun","57.599472,11.94761"
21461283,2024-12-28,HOUSE,1350000.0,1200.0,162.0,1125.0,4.0,Gamla Froarpsvägen 11,"Asarum, Karlshamns kommun","56.211113,14.8409557"
21459811,2024-12-28,APARTMENT,3995000.0,0.0,67.0,59627.0,2.0,Klåva gårdsväg 5,"Hovås, Göteborgs kommun","57.6109657,11.9423"
21419036,2024-12-28,APARTMENT,2995000.0,0.0,90.0,33278.0,3.0,Parkgatan 8E,"Centrum - Nyhamn, Landskrona kommun","55.87022,12.825192"
21459827,2024-12-28,APARTMENT,3295000.0,0.0,52.0,63365.0,2.0,Götaverksgatan 20,"Hisingen, Göteborgs kommun","57.7095,11.9435806"
21435717,2024-12-28,APARTMENT,4995000.0,0.0,89.0,56124.0,4.0,Björklundavägen 4,"Hovås, Göteborgs kommun","57.600132,11.9520235"
21461818,2024-12-28,APARTMENT,1995000.0,0.0,59.0,33814.0,3.0,Multrågatan 124,"Vällingby Parkstad / Råcksta, Stockholms kommun","59.3597136988,17.8815686605"
21462051,2024-12-28,APARTMENT,1995000.0,0.0,58.0,34397.0,2.0,Vittangigatan 20,"Vällingby Centrum, Stockholms kommun","59.3617452528,17.8717909753"
21432583,2024-12-28,APARTMENT,2695000.0,0.0,78.0,34551.0,3.0,Rabattvägen 38,"Vällingby - Johannelund, Stockholms kommun","59.3710712286,17.8497900775"
21456890,2024-12-28,APARTMENT,2695000.0,0.0,73.0,36918.0,3.0,Skäpplandsgatan 15,"Högsbo, Göteborgs kommun","57.6749878,11.9335012"
21347254,2024-12-28,APARTMENT,3595000.0,0.0,68.0,52868.0,3.0,Björklundavägen 24,"Hovås, Göteborgs kommun","57.5994,11.9496"
21459822,2024-12-28,APARTMENT,2695000.0,0.0,81.5,33067.0,3.0,Beryllgatan 25,"Tynnered, Göteborgs kommun","57.65684,11.8884573"
21423836,2024-12-28,APARTMENT,2375000.0,0.0,34.0,69853.0,1.5,Berguven 6,"Hovås, Göteborgs kommun","57.59653,11.9516459"
21401750,2024-12-28,APARTMENT,4995000.0,0.0,94.0,53138.0,3.0,Berguven 14,"Hovås, Göteborgs kommun","57.5965347,11.9495783"
21460253,2024-12-28,HOUSE,1875000.0,1080.0,179.0,1736.11,7.0,Ågatan 14,"Slöinge, Falkenbergs kommun","56.851138757,12.6874314368"
21462185,2024-12-28,HOUSE,1050000.0,598.0,222.0,1755.85,5.0,Lupinvägen 18,"Spjutsbygd, Karlskrona kommun","56.3128853,15.6011181"
21352491,2024-12-28,HOUSE,3850000.0,5339.0,262.0,721.11,6.0,Matvikshamnsvägen 257,"Matvik, Karlshamns kommun","56.17989,14.9635315"
21452478,2024-12-28,TWIN_HOUSE,2700000.0,0.0,68.5,39416.0,4.0,Mellanbyvägen 5A,"Bålsta Frösundavik, Håbo kommun","59.54214,17.5239086"
21369639,2024-12-28,ROW_HOUSE,1700000.0,225.0,154.0,7555.56,5.0,Tranbärsstigen 50,"Hultet, Nässjö kommun","57.656135224,14.7206718949"
21462144,2024-12-28,HOUSE,3300000.0,605.0,147.0,5454.55,5.0,Hälleborgsvägen 23,"Hälleborg, Västerås kommun","59.6063843,16.4713154"
21462187,2024-12-28,APARTMENT,1395000.0,0.0,42.0,33214.0,1.5,Wibeligatan 2B,"Sundsta, Karlstads kommun","59.3882983456,13.5058722907"
21462164,2024-12-28,APARTMENT,790000.0,0.0,37.0,21351.0,1.0,Köpmansgatan 4,"Centrum, Falkenbergs kommun","56.90503,12.4929285"
21415678,2024-12-28,VACATION_HOUSE,4850000.0,1268.0,82.0,3824.92,4.0,Kallsjösätervägen 470,"Kläppen, Sälen, Malung-Sälens kommun","61.04227,13.3700075"
21462014,2024-12-28,APARTMENT,1250000.0,0.0,71.5,17483.0,3.0,Köpmansgatan 7,"Centralt, Nässjö kommun","57.6545707509,14.6953746225"
21386593,2024-12-28,APARTMENT,2395000.0,0.0,65.4,36621.0,3.0,Femstenavägen 11,"Norrboda - Kungsängen, Upplands-Bro kommun","59.4937031,17.738015"
21452417,2024-12-28,APARTMENT,2290000.0,0.0,39.0,58718.0,1.0,Danska Vägen 71A,"Lunden, Göteborgs kommun","57.711132,12.0074816"
21397329,2024-12-28,TWIN_HOUSE,2195000.0,0.0,110.5,19864.0,4.0,Ferlinvägen 6,"Skoghall, Hammarö kommun","59.3294790816,13.5000944138"
21298822,2024-12-28,APARTMENT,2650000.0,0.0,82.1,32278.0,3.5,Bergshöjden 36,"Hallonbergen, Sundbybergs kommun","59.3779755,17.9531784"
21301427,2024-12-28,ROW_HOUSE,2495000.0,0.0,107.0,23318.0,4.0,Nordanskogsvägen 37D,"Arkösund, Norrköpings kommun","58.4905202237,16.9240415178"
21432875,2024-12-28,APARTMENT,1395000.0,0.0,48.5,28763.0,2.0,Holmtorpsvägen 20,"Björkalund, Norrköpings kommun","58.560318,16.171618"
21460699,2024-12-28,APARTMENT,690000.0,0.0,84.0,8214.0,3.0,Bofinksvägen 3,"Råby, Västerås kommun","59.6122742,16.491415"
21462171,2024-12-28,ROW_HOUSE,6750000.0,0.0,100.0,68878.0,5.0,Copperhill 50A,"Åre Björnen, Åre kommun","63.3817558,13.1740847"
21383521,2024-12-28,HOUSE,10000000.0,6.7,386.0,1492537.31,7.0,Krakeruds Gård,"Molkom, Karlstads kommun","59.59117477803871,13.697721808451105"
21337175,2024-12-28,APARTMENT,1550000.0,0.0,61.0,25410.0,2.0,Herrhagsgatan 2,"Herrhagen, Karlstads kommun","59.373339900000005,13.51762122939131"
21441540,2024-12-28,APARTMENT,2295000.0,0.0,87.0,26379.0,4.0,Norra Infarten 94F,"Färjestad, Karlstads kommun","59.41385475,13.49505453123575"
21462181,2024-12-28,HOUSE,9950000.0,2538.0,172.3,3920.41,4.0,Römora 47,"Järna, Södertälje kommun","59.12534543681093,17.538416338314516"
21424977,2024-12-28,APARTMENT,2195000.0,0.0,72.0,30486.0,3.0,Kartlavsstigen 7D,"Karlstad, Karlstads kommun","59.4224137,13.5484585"
21369733,2024-12-28,APARTMENT,3350000.0,0.0,54.0,62037.0,2.0,Råsundavägen 134,"Råsunda, Solna kommun","59.3672028,17.98714"
21457195,2024-12-28,APARTMENT,2495000.0,0.0,68.0,36691.0,3.0,Filipstadsbacken 42,"Farsta Strand, Stockholms kommun","59.23903189999999,18.1040943"
21462182,2024-12-28,HOUSE,10750000.0,2533.0,176.5,4243.98,5.0,Römora 45,"Römora/Kallfors, Södertälje kommun","59.12514924875223,17.539305393160163"
21449142,2024-12-28,HOUSE,3495000.0,550.0,155.0,6354.55,7.0,Kung Eriks väg 7,"Mjölnartorpet, Karlstads kommun","59.4057443,13.5940954"
21347531,2024-12-28,APARTMENT,1650000.0,0.0,53.0,31132.0,2.0,Dammgatan 16,"Färjestad, Karlstads kommun","59.4046063,13.5073137"
21441865,2024-12-28,APARTMENT,1295000.0,0.0,83.0,15602.0,3.0,Mossgatan 167,"Rud, Karlstads kommun","59.4062534,13.525376953283175"
21451313,2024-12-28,APARTMENT,1195000.0,0.0,82.0,14573.0,3.0,Horsensgatan 12,"Rud, Karlstads kommun","59.406360750000005,13.521509850000001"
21462191,2024-12-28,APARTMENT,2650000.0,0.0,105.0,25238.0,5.0,Kolarens gata 30B,"Stockfallet, Karlstads kommun","59.4230623,13.5447685"
21461333,2024-12-28,APARTMENT,1795000.0,0.0,57.0,31491.0,2.0,Tingvallagatan 23,"Centrum, Karlstads kommun","59.3803825,13.4999285"
18922435,2024-12-28,APARTMENT,1395000.0,0.0,60.5,23058.0,2.0,Bokenäs Gård (Bön 712),"Bokenäs, Uddevalla kommun","58.29411,11.5574131"
21418483,2024-12-28,APARTMENT,2195000.0,0.0,84.5,25976.0,3.0,Vildgåsvägen 1B,"Klosters Fälad, Lunds kommun","55.7094574,13.1650028"
21458266,2024-12-28,HOUSE,8750000.0,814.0,222.0,10749.39,6.0,Jacobigatan 12,"Mariefred, Strängnäs kommun","59.2631454,17.231329"
21436610,2024-12-28,APARTMENT,1650000.0,0.0,63.0,26190.0,3.0,Strandvägen 16A,"Huskvarna Norrängen, Jönköpings kommun","57.80838,14.272443"
21462188,2024-12-28,APARTMENT,1795000.0,0.0,80.0,22438.0,3.0,Ängsgatan 11B,"Centrum, Alingsås kommun","57.9245093146,12.5277089307"
21412868,2024-12-28,ROW_HOUSE,1995000.0,0.0,102.0,19559.0,4.0,Langetoftsvägen 46,"Förslöv, Båstads kommun","56.3472366,12.8172836"
21459485,2024-12-28,APARTMENT,2195000.0,0.0,118.0,18602.0,5.0,Kvällsvägen 10,"Tullinge, Botkyrka kommun","59.2047729,17.906414"
21409010,2024-12-28,APARTMENT,2095000.0,0.0,55.0,38091.0,2.0,Södra Grev Rosengatan 60b,"Öster, Örebro kommun","59.2745588,15.2404791"
21462183,2024-12-28,HOUSE,1250000.0,4.5,79.0,277777.78,3.0,Siknäs 308,"Norrala, Söderhamns kommun","61.3594320713,17.0025287169"
20976676,2024-12-28,ROW_HOUSE,3450000.0,0.0,135.0,26336.0,5.0,Tranvägen 39,"Anneberg, Hammarö kommun","59.32759129999999,13.5220043"
21437640,2024-12-28,APARTMENT,2695000.0,0.0,65.0,41462.0,2.0,Fyrklöversgatan 13,"Centrala Hisingen, Göteborgs kommun","57.7275429,11.9329348"
21454124,2024-12-28,APARTMENT,1785000.0,0.0,54.0,33056.0,2.0,Basungatan 22,"Ruddalen, Göteborgs kommun","57.66236,11.9185839"
21410865,2024-12-28,APARTMENT,1995000.0,0.0,57.0,35000.0,2.0,Dammgatan 13,"Färjestad, Karlstads kommun","59.4045622,13.505605"
21363095,2024-12-28,HOUSE,2595000.0,3751.0,228.0,691.82,5.0,Botorpsheden 453,"Botorpsheden, Karlstads kommun","59.50397409611823,13.441717846779913"
21389381,2024-12-28,APARTMENT,2995000.0,0.0,108.0,27731.0,3.0,Kasernhöjden 13 A,"Kasernhöjden, Karlstads kommun","59.38793331311942,13.490219099788957"
21432275,2024-12-28,APARTMENT,1895000.0,0.0,75.0,25267.0,3.0,Råtorpsbågen 4,"Södra Råtorp, Karlstads kommun","59.4026125,13.4863846"
21450968,2024-12-28,APARTMENT,1995000.0,0.0,66.5,30000.0,2.0,Olovsgatan 6B,"Herrhagen, Karlstads kommun","59.3813237,13.5194066"
21407623,2024-12-28,HOUSE,3050000.0,1117.0,178.0,2730.53,6.0,Perjons väg 3,"Vikarbyn, Rättviks kommun","60.9085299801785,15.0233991487237"
21450952,2024-12-28,APARTMENT,1295000.0,0.0,134.0,9664.0,5.0,Skolbacken 12D,"Skattkärr, Karlstads kommun","59.4109167,13.6700656"
21436671,2024-12-28,HOUSE,2995000.0,1084.0,300.0,2762.92,7.0,Enserudsgatan 1,"Enserud, Kristinehamns kommun","59.30653179306739,14.10761098958568"
21462176,2024-12-28,APARTMENT,3695000.0,0.0,111.0,33288.0,4.0,Lilla Brogatan 1,"Centralt, Norrtälje kommun","59.75678,18.70532"
20084615,2024-12-28,APARTMENT,2995000.0,0.0,102.0,29363.0,4.0,Stadsskogsgatan 28,"Stadsskogen, Alingsås kommun","57.922012,12.499398"
21392111,2024-12-28,APARTMENT,2995000.0,0.0,72.2,41482.0,3.0,Lydia Wahlströms gata 26,"Rosendal, Uppsala kommun","59.83417,17.6306"
21462179,2024-12-28,APARTMENT,2250000.0,0.0,33.0,68182.0,2.0,Bergsrådsvägen 30,"Bagarmossen, Stockholms kommun","59.2751236,18.128355"
21320645,2024-12-28,HOUSE,3490000.0,0.0,95.0,36736.84,3.0,Jakobsbergsvägen 1,"Smedby, Kalmar kommun","56.68625184217789,16.22552582872693"
21154037,2024-12-28,HOUSE,9500000.0,2623.0,179.9,3621.81,6.0,Römora 41,"Römora/Kallfors, Södertälje kommun","59.125088514406315,17.54103114616116"
21455929,2024-12-28,APARTMENT,1350000.0,0.0,53.0,25472.0,2.0,Smedstugugatan 13c,"Haga, Norrköpings kommun","58.5986188,16.1528079"
21377409,2024-12-28,HOUSE,2375000.0,810.0,222.0,2932.1,4.0,Breåsvägen 1,"Långås, Falkenbergs kommun","56.9772579034,12.4503475451"
21405916,2024-12-28,HOUSE,3800000.0,774.0,207.0,4909.56,7.0,Lertäktsvägen 3,"Östra Gärdet, Falkenbergs kommun","56.9112530876,12.5067494325"
21156096,2024-12-28,APARTMENT,1495000.0,0.0,58.8,25425.0,2.0,Frihetsvägen 35,"Jakobsberg, Järfälla kommun","59.4173965,17.8384247"
21203818,2024-12-28,APARTMENT,1795000.0,0.0,55.0,32636.0,2.0,Mångatan 4A,"Östlyckan, Alingsås kommun","57.9312365663,12.5468064137"
21371303,2024-12-28,APARTMENT,1895000.0,0.0,78.0,24295.0,4.0,Glaspärlevägen 7 B,"Stafsinge, Falkenbergs kommun","56.91591,12.472577"
21445162,2024-12-28,APARTMENT,1695000.0,0.0,67.0,25299.0,2.0,Bråddgatan 26,"Centralt, Campus, Norrköpings kommun","58.5934002,16.1796562"
21451338,2024-12-28,APARTMENT,1995000.0,0.0,70.0,28500.0,2.0,Säterigatan 112,"Noltorp, Alingsås kommun","57.939648,12.5190115"
21421569,2024-12-28,APARTMENT,2250000.0,0.0,56.0,40179.0,2.0,Parkvägen 7,"Barkarbystaden, Järfälla kommun","59.4121268,17.8675324"
21436483,2024-12-28,APARTMENT,1995000.0,0.0,44.6,44731.0,2.0,Landskyrkoallén 6A,"Centrum, Alingsås kommun","57.93299,12.5388775"
20640657,2024-12-28,APARTMENT,3595000.0,0.0,110.0,32682.0,4.0,Nygatan 19A,"Centrum, Alingsås kommun","57.9284883157,12.5360185622"
21293860,2024-12-28,APARTMENT,1995000.0,0.0,77.0,25909.0,2.0,Norrgatan 24,"Centrum, Växjö kommun","56.87972,14.8061962"
21327024,2024-12-28,APARTMENT,1195000.0,0.0,41.0,29146.0,1.0,Nygatan 22,"Centrum, Falkenbergs kommun","56.9061084876,12.4933755398"
21454586,2024-12-28,LINKED_HOUSE,2295000.0,665.0,126.0,3451.13,4.0,Jagarstigen 16,"Mastvägsområdet, Oxelösunds kommun","58.6672013,17.081724"
21462076,2024-12-28,APARTMENT,3495000.0,0.0,40.5,86296.0,2.0,"Arbetargatan 34, vån 4","Kungsholmen Fridhemsplan, Stockholms kommun","59.3356857,18.0291214"
21417522,2024-12-28,APARTMENT,650000.0,0.0,61.0,10656.0,2.0,Björkhemsgatan 75,"Sjöbo, Borås kommun","57.7554855,12.9519491"
21460204,2024-12-28,HOUSE,6390000.0,1009.0,148.0,6333.0,6.0,Södra Mannabergsvägen 1,"Ringsegård, Falkenbergs kommun","56.8749713251,12.5516646692"
21404519,2024-12-28,APARTMENT,1495000.0,0.0,16.0,93438.0,1.0,Huvudstagatan 15,"Gamla Huvudsta, Solna kommun","59.3525,17.9971733"
21462143,2024-12-28,APARTMENT,4995000.0,0.0,62.0,80565.0,2.0,Kristinebergsvägen 32,"Kungsholmen - Thorildsplan, Stockholms kommun","59.33327,18.013731"
21462174,2024-12-28,APARTMENT,2395000.0,0.0,61.5,38943.0,2.0,Mellanvångsvägen 14B,"Järnåkra, Lunds kommun","55.69209,13.1912289"
21462177,2024-12-28,APARTMENT,4195000.0,0.0,78.0,53782.0,3.0,Barken Storegrunds gata 6,"Sannegårdshamnen, Göteborgs kommun","57.70684,11.9229546"
21419285,2024-12-28,ROW_HOUSE,2395000.0,0.0,80.0,29938.0,3.0,Norra Belltorpsvägen 12A,"Södra Lindhult, Örebro kommun","59.2364159,15.1543617"
21435242,2024-12-28,HOUSE,995000.0,2010.0,172.0,495.02,5.0,Broåkravägen 7,"Fegen, Falkenbergs kommun","57.1080392396,13.0449969621"
21383375,2024-12-28,APARTMENT,1495000.0,0.0,50.0,29900.0,2.0,Peppargatan 15,"Södra Ladugårdsängen, Örebro kommun","59.2549324,15.2172518"
21358971,2024-12-28,APARTMENT,995000.0,0.0,36.0,27639.0,1.0,Dalbyvägen 15E,"Norrtälje, Norrtälje kommun","59.774654,18.694777"
21389440,2024-12-28,HOUSE,2995000.0,897.0,174.0,3338.91,7.0,Tröingevägen 13,"Östra Gärdet, Falkenbergs kommun","56.9097423533,12.5067038656"
21389921,2024-12-28,APARTMENT,995000.0,0.0,52.5,18952.0,2.0,Allévägen 30C,"Herting, Falkenbergs kommun","56.89464,12.507543"
21311266,2024-12-28,HOUSE,3195000.0,2470.0,175.0,1293.52,9.0,Hallonstigen 4,"Långås, Falkenbergs kommun","56.9776236837,12.4506563288"
21438553,2024-12-28,ROW_HOUSE,2795000.0,0.0,108.0,25880.0,4.0,Högsbacksgatan 39,"Harvestad, Linköpings kommun","58.36319,15.696787"
21308191,2024-12-28,APARTMENT,3495000.0,0.0,106.5,32817.0,4.0,Medicingränd 3D,"Vallastaden, Linköpings kommun","58.39321,15.584833"
21450934,2024-12-28,APARTMENT,1395000.0,0.0,32.0,43594.0,1.0,Skvadronsgatan 13,"Södra Ekkällan, Linköpings kommun","58.394375,15.6279335"
21366809,2024-12-28,TWIN_HOUSE,2295000.0,306.0,137.0,7500.0,5.0,Fåborgsvägen 7D,"Herting, Falkenbergs kommun","56.8936381399,12.5069592746"
21327407,2024-12-28,APARTMENT,1695000.0,0.0,71.0,23873.0,3.5,Munkhagsgatan 118A,"Johannelund, Linköpings kommun","58.39568,15.668248"
21452216,2024-12-28,APARTMENT,3195000.0,0.0,87.0,36724.0,3.0,Tunavägen 51B,"Tuna, Lunds kommun","55.70973,13.2178917"
21455774,2024-12-28,APARTMENT,2395000.0,0.0,49.5,48384.0,2.0,Majrovägen 21,"Enskede - Gubbängen, Stockholms kommun","59.2612343,18.0799274"
21410175,2024-12-28,APARTMENT,2895000.0,0.0,81.0,35741.0,3.0,Kanikenäsbanken 10B,"Inre hamn, Karlstads kommun","59.37210579999999,13.511412"
21447822,2024-12-28,APARTMENT,1950000.0,0.0,81.6,23897.0,2.0,Iliongränden 125,"Östra Torn, Lunds kommun","55.7153854,13.2364178"
21451222,2024-12-28,APARTMENT,1575000.0,0.0,24.0,65625.0,1.0,Brunnshögsgatan 45B,"Brunnshög, Lunds kommun","55.7196236,13.2336893"
21418706,2024-12-28,APARTMENT,3095000.0,0.0,24.0,128958.0,1.0,"Sveavägen 140, 4 tr","Vasastan Odenplan, Stockholms kommun","59.346302,18.05372"
21455128,2024-12-28,APARTMENT,6995000.0,0.0,68.0,102868.0,2.0,"Frejgatan 15, 2 tr","Vasastan Östermalm, Stockholms kommun","59.3482,18.0607357"
21460860,2024-12-28,APARTMENT,3995000.0,0.0,76.3,52359.0,3.0,Mörbyhöjden 18,"Mörbyskogen, Danderyds kommun","59.397182,18.041561"
21437960,2024-12-28,APARTMENT,595000.0,0.0,41.5,14337.0,1.0,Björkgatan 5,"Centralt, Sandvikens kommun","60.6206474,16.7714825"
21451257,2024-12-28,APARTMENT,2425000.0,0.0,50.0,48500.0,2.0,Brunnshögsgatan 43,"Brunnshög, Lunds kommun","55.71935,13.2336884"
21447396,2024-12-28,APARTMENT,2750000.0,0.0,107.0,25701.0,3.0,Malmtorgsgatan 20A,"Klara, Karlstads kommun","59.3846429,13.4949515"
21461320,2024-12-28,HOUSE,4995000.0,620.0,112.0,8056.45,5.0,Ola Brorssons väg 24,"Bunkeflostrand, Malmö kommun","55.558025,12.924678"
21451224,2024-12-28,APARTMENT,1825000.0,0.0,69.3,26335.0,2.0,Östen undéns gata 35,"Värpinge, Lunds kommun","55.7062378,13.1600657"
21462106,2024-12-28,HOUSE,1600000.0,637.0,241.0,2511.77,4.0,Rosenstigen 3,"Stenstorp, Falköpings kommun","58.27813,13.7152309"
21462145,2024-12-28,HOUSE,2595000.0,599.0,110.0,4332.22,4.0,Anisgränd 7,"Mantorp, Mjölby kommun","58.35001,15.2702913"
21455297,2024-12-28,APARTMENT,2400000.0,0.0,50.5,47525.0,2.0,Cymbalvägen 12,"Viby, Sollentuna kommun","59.45801429999999,17.8970803"
21348763,2024-12-28,APARTMENT,2595000.0,0.0,65.0,39923.0,2.0,Sjögatan 6 B,"Jönköping, Jönköpings kommun","57.7767361229,14.156293236"
21449072,2024-12-28,APARTMENT,2795000.0,0.0,71.0,39366.0,3.0,Påsgatan 6,"Munksjöstaden, Jönköpings kommun","57.77124,14.15782"
21462017,2024-12-28,HOUSE,4490000.0,2001.0,198.0,2243.88,8.0,Edsåsvägen 100,"Hemsjö, Alingsås kommun","57.843544,12.5116558"
21426984,2024-12-28,APARTMENT,2095000.0,0.0,63.1,33201.0,2.5,Gånglåten 43,"Ljungarum, Jönköpings kommun","57.7591,14.183554"
21413600,2024-12-28,TERRACED_HOUSE,3295000.0,0.0,136.0,24228.0,5.0,Skogsbruksvägen 19B,"Edsgatan, Karlstads kommun","59.4289154,13.55469625"
21450755,2024-12-28,APARTMENT,2350000.0,0.0,51.0,46078.0,2.0,Zetterlundsslingan 4,"Kragstalund, Vallentuna kommun","59.5070899,18.0757953"
21462072,2024-12-28,HOUSE,3095000.0,192.0,129.0,16119.79,0.0,Stensholmsvägen 5 E,"Huskvarna Stensholm, Jönköpings kommun","57.7699430283,14.309581091"
21359065,2024-12-28,APARTMENT,2395000.0,0.0,45.0,53222.0,2.0,Bäckvägen 103,"Midsommarkransen, Stockholms kommun","59.3013878,17.9919586"
21416587,2024-12-28,HOUSE,6495000.0,1255.0,239.0,5175.3,7.0,Götetorpsvägen 81B,"Hammarö, Hammarö kommun","59.336707871823606,13.499216461354207"
21424007,2024-12-28,APARTMENT,3190000.0,0.0,89.0,35843.0,3.5,Hedvigslund 2L,"Hedvigslund, Gävle kommun","60.66482689999999,17.1222539"
21461963,2024-12-28,APARTMENT,3495000.0,0.0,88.0,39716.0,3.0,Mellersta Tennisgränd 11,"Hyllie, Malmö kommun","55.5693436,12.9746857"
21458070,2024-12-28,ROW_HOUSE,2595000.0,0.0,105.0,24714.0,5.0,Kolarens gata 26C,"Stockfallet, Karlstads kommun","59.391333,13.523539"
21352812,2024-12-28,APARTMENT,1395000.0,0.0,73.0,19110.0,3.0,Hertings Allé 9B,"Herting, Falkenbergs kommun","56.8955647983,12.5088357925"
21447835,2024-12-28,APARTMENT,4695000.0,0.0,72.0,65208.0,3.0,Huvudstagatan 3C,"Solna, Solna kommun","59.3578873,17.9975338"
21451721,2024-12-28,APARTMENT,7250000.0,0.0,111.0,71782.0,5.0,Björnenvägen 10A,"Åre Björnen, Åre kommun","63.38366,13.1591969"
21459953,2024-12-28,APARTMENT,2250000.0,0.0,30.0,75000.0,1.0,Paternostervägen 100,"Hammarbyhöjden, Stockholms kommun","59.29087441956099,18.106841856206938"
21444372,2024-12-28,APARTMENT,3195000.0,0.0,83.0,38494.0,4.0,Ostgatan 16,"Kallebäck, Göteborgs kommun","57.68408,12.00944"
21420946,2024-12-28,APARTMENT,1995000.0,0.0,61.0,32705.0,3.0,Konduktörsgatan 2C,"Viken, Karlstads kommun","59.3760264,13.4973892"
21379139,2024-12-28,APARTMENT,2400000.0,0.0,62.0,38710.0,2.0,Plangatan 28,"Centrum, Alingsås kommun","57.928482766,12.5375475524"
21402029,2024-12-28,APARTMENT,3950000.0,0.0,161.0,24534.0,4.0,Bolltorpshöjdsvägen 102B,"Bolltorp, Alingsås kommun","57.9489919251,12.5342778855"
21462161,2024-12-28,APARTMENT,1295000.0,0.0,31.0,41774.0,1.0,Heidenstamsgatan 33,"Löten, Uppsala kommun","59.87627,17.6464252"
21461678,2024-12-28,HOUSE,4250000.0,860.0,226.0,4941.86,5.0,Långgatan 5,"Dalby, Lunds kommun","55.66698,13.3511848"
21346402,2024-12-28,APARTMENT,4495000.0,0.0,103.0,43641.0,4.0,Lars Göks Allé 3,"Öjersjö, Partille kommun","57.7005,12.1317387"
21446042,2024-12-28,APARTMENT,2750000.0,0.0,137.0,20073.0,6.0,Silverörtsvägen 26,"Stodene, Karlstads kommun","59.4482754,13.4232841"
21405236,2024-12-28,APARTMENT,2750000.0,0.0,74.5,36913.0,2.0,Plangatan 22B,"Centrum, Alingsås kommun","57.9288331981,12.5354551527"
21437878,2024-12-28,ROW_HOUSE,2495000.0,101.0,126.0,24702.97,5.0,Krongatan 13C,"Tunavallen, Eskilstuna kommun","59.36306,16.49793"
21443100,2024-12-28,APARTMENT,1695000.0,0.0,91.0,18626.0,3.0,Hagagatan 8I,"Haga, Karlstads kommun","59.38087291555631,13.514001546835344"
20804415,2024-12-28,APARTMENT,1145000.0,0.0,54.0,21204.0,2.0,Holgersgatan 4 A ,"Centrum, Falkenbergs kommun","56.9069449937,12.4955427407"
21437809,2024-12-28,APARTMENT,2150000.0,0.0,55.0,39091.0,2.0,Härnösandsgatan 27C,"Errarps Ängar, Ängelholms kommun","56.2656479,12.8728561"
