ad_id,date_published,typology,asking_price_sek,land_area_sqm,living_area_sqm,sqm_price_sek,number_rooms,address,location,coordenates
21469475,2025-01-17,LINKED_HOUSE,5250000.0,525.0,109.0,10000.0,4.0,Ängsövägen 5,"Krokhöjden, Nacka kommun","59.3310661,18.24634"
21464700,2025-01-17,APARTMENT,1750000.0,0.0,63.0,27778.0,2.0,Gräslöksgatan 30,"Årsta, Uppsala kommun","59.8694506,17.6819098"
21464560,2025-01-17,APARTMENT,1850000.0,0.0,54.0,34259.0,2.0,Gröna Gatan 3 B,"Salabacke, Uppsala kommun","59.8669099,17.670518"
20270958,2025-01-17,APARTMENT,1495000.0,0.0,61.1,24468.0,2.0,Termikgatan 23E,"Södra Ladugårdsängen, Örebro kommun","59.2529216,15.2000095"
21431148,2025-01-17,VACATION_HOUSE,6295000.0,1495.0,135.0,4210.7,5.0,Björnrike Fågelvägen 65,"Björnrike, Härjedalens kommun","62.42236,13.9386415"
21421242,2025-01-17,HOUSE,2995000.0,1375.0,187.0,2178.18,7.0,Viktoriagatan 47,"Härnösand, Härnösands kommun","62.6300774,17.9196548"
21469163,2025-01-17,APARTMENT,1195000.0,0.0,54.0,22130.0,2.0,Skogslyckegatan 58,"Johannelund, Linköpings kommun","58.3918343,15.6658354"
21469470,2025-01-17,APARTMENT,1495000.0,0.0,75.0,19933.0,3.0,Stinsvägen 2H,"Tillberga, Västerås kommun","59.6880035,16.6266937"
21325886,2025-01-17,APARTMENT,399000.0,0.0,65.0,6138.0,2.0,Lötvägen 19,"Smedby, Kalmar kommun","56.68577,16.2289028"
21469410,2025-01-17,HOUSE,4495000.0,910.0,120.0,4939.56,4.0,Flädervägen 5,"Mällby/Ånneröd, Strömstads kommun","58.9562715498,11.1801389439"
21469457,2025-01-17,HOUSE,8490000.0,0.0,180.4,47062.08,6.0,Högsläntsvägen 20,"Stare, Strömstads kommun","58.920739,11.2042862"
21469477,2025-01-17,APARTMENT,2350000.0,0.0,29.5,79661.0,1.0,Rålambsvägen 52,"Kungsholmen - Fredhäll, Stockholms kommun","59.33013,18.0037479"
21469418,2025-01-17,HOUSE,2650000.0,2938.0,210.0,901.97,4.0,Ramsåsa Rönnehill 1,"Ramsåsa, Tomelilla kommun","55.5782356,13.8842812"
21359248,2025-01-17,APARTMENT,1760000.0,0.0,35.0,50286.0,1.0,Askims Pilegårdsväg 36,"Askim, Göteborgs kommun","57.64116236769237,11.933002988360597"
21458223,2025-01-17,APARTMENT,12995000.0,0.0,119.0,109202.0,4.0,Regementsgatan 52,"Slottsstaden, Malmö kommun","55.5987854,12.9847975"
21469027,2025-01-17,APARTMENT,2495000.0,0.0,71.0,35141.0,3.0,Frestavägen 34,"Edsberg, Sollentuna kommun","59.4484853,17.951201"
21467825,2025-01-17,HOUSE,695000.0,1280.0,158.0,542.97,4.0,Håkantorpsvägen 15,"Gränum, Olofströms kommun","56.229927374,14.6079155359"
21348851,2025-01-17,APARTMENT,3045000.0,0.0,85.0,35824.0,4.0,Sigrids väg 27,"Bro Trädgårdsstad , Upplands-Bro kommun","59.5125373073632,17.6293457139912"
20958778,2025-01-17,APARTMENT,1785000.0,0.0,55.0,32455.0,2.0,Unnas väg 4,"Bro Trädgårdsstad , Upplands-Bro kommun","59.5125373073632,17.6293457139912"
19267376,2025-01-17,APARTMENT,2995000.0,0.0,93.0,32204.0,4.0,Unnas väg 4,"Bro Trädgårdsstad , Upplands-Bro kommun","59.5125373073632,17.6293457139912"
19267180,2025-01-17,APARTMENT,3145000.0,0.0,84.0,37440.0,3.0,Unnas väg 4,"Bro Trädgårdsstad , Upplands-Bro kommun","59.5125373073632,17.6293457139912"
21467941,2025-01-17,APARTMENT,3995000.0,0.0,44.0,90795.0,2.0,"Stagneliusvägen 38, 4tr","Fredhäll, Stockholms kommun","59.3288078,18.0064945"
21446407,2025-01-17,APARTMENT,1995000.0,0.0,72.0,27708.0,3.0,Bodengatan 1k,"Ärrarps Ängar, Ängelholms kommun","56.2666843,12.8636915"
21456877,2025-01-17,TWIN_HOUSE,6995000.0,375.0,141.0,18653.33,5.5,Päronstigen 12,"Gustavsberg Ösby Grind, Värmdö kommun","59.33309,18.4038162"
21451040,2025-01-17,APARTMENT,2750000.0,0.0,41.0,67073.0,1.0,Paternostervägen 28,"Hammarbyhöjden, Stockholms kommun","59.29124434600121,18.098109900304713"
21469441,2025-01-17,HOUSE,2190000.0,450.0,173.0,4866.67,4.0,Lavinvägen 23,"Kiruna, Kiruna kommun","67.8339871,20.2874505"
19123781,2025-01-17,APARTMENT,4270000.0,0.0,78.0,54744.0,3.0,Östra Rögårdsgatan 17,"Norrtälje Hamn, Norrtälje kommun","59.7591136952954,18.7111118812435"
21437012,2025-01-17,HOUSE,8500000.0,774.0,167.0,10981.91,4.0,Klarälvsvägen 12,"Bagarmossen, Stockholms kommun","59.271904,18.1440887"
21465660,2025-01-17,APARTMENT,1995000.0,0.0,38.2,52225.0,1.5,Rådsvägen 7H,"Huddinge, Huddinge kommun","59.24157,17.99086"
21345206,2025-01-17,HOUSE,3895000.0,1226.8,190.0,3174.93,6.0,Korsängsgatan 4,"Korsängen, Enköpings kommun","59.6404457484,17.0958212053"
21469460,2025-01-17,HOUSE,1995000.0,2423.0,155.0,823.36,5.0,Ösbyvägen 9,"Roslags-Bro, Norrtälje kommun","59.8564656,18.7466594"
21220956,2025-01-17,HOUSE,3995000.0,1112.0,206.0,3592.63,7.0,Esplanadgatan 5,"Hässleholm - Djupadal, Hässleholms kommun","56.16171,13.7744522"
21361706,2025-01-17,HOUSE,3195000.0,3480.0,203.0,918.1,5.0,Björkliden 1,"Sevalla, Västerås kommun","59.749795822802234,16.718963111923554"
21446061,2025-01-17,HOUSE,5995000.0,1630.0,182.0,3677.91,6.0,Lavretsvägen 22,"Uttran, Botkyrka kommun","59.1888868098,17.8063341842"
21318559,2025-01-17,APARTMENT,2995000.0,0.0,96.5,31036.0,4.0,Kungsljusgatan 13,"Gideonsberg, Västerås kommun","59.62628699999999,16.552688"
19934621,2025-01-17,HOUSE,4995000.0,770.0,123.0,6487.01,5.0,Torvtaksvägen 18,"Brottberga, Västerås kommun","59.633016162924314,16.484776346931586"
21421556,2025-01-17,APARTMENT,1595000.0,0.0,53.0,30094.0,1.5,Oxbacksgatan 7,"Oxbacken, Västerås kommun","59.60774350000001,16.5316038"
21457839,2025-01-17,APARTMENT,3195000.0,0.0,77.5,41226.0,3.0,Engelbrekts väg 20 ,"Tureberg, Sollentuna kommun","59.431606,17.944069"
21469400,2025-01-17,HOUSE,795000.0,943.0,216.0,843.05,6.0,Gångarstigen 9,"Storuman, Storumans kommun","65.0952677,17.1354666"
21465091,2025-01-17,APARTMENT,3895000.0,0.0,88.0,44261.0,3.0,Sandbacksgatan 4,"Bymarken, Jönköpings kommun","57.7907923,14.1475761"
21360395,2025-01-17,APARTMENT,950000.0,0.0,54.0,17593.0,2.0,Haga parkgata 15D,"Haga, Västerås kommun","59.6251466,16.5706131"
21469408,2025-01-17,HOUSE,800000.0,824.0,42.0,970.87,2.0,Ausåsvägen 378,"Ausås, Ängelholms kommun","56.165524,12.889157"
21469183,2025-01-17,HOUSE,13995000.0,0.0,166.5,84054.05,5.0,Idungränd 11,"Trädgårdsstaden, Täby kommun","59.4983019,18.0892088"
21469449,2025-01-17,HOUSE,5295000.0,418.0,134.0,12667.46,5.0,Tumultgränd 53,"Kälvesta, Stockholms kommun","59.38576,17.8509274"
21465552,2025-01-17,LINKED_HOUSE,7195000.0,377.0,183.0,19084.88,5.0,Jordgränd 75,"Viby, Sollentuna kommun","59.45701,17.8881016"
21446143,2025-01-17,APARTMENT,1395000.0,0.0,24.4,57172.0,1.0,Skälbyvägen 2,"Häggvik, Sollentuna kommun","59.440914,17.938944"
21415901,2025-01-17,APARTMENT,2195000.0,0.0,49.0,44796.0,2.0,Pilgatan  6,"Norrtälje Hamn, Norrtälje kommun","59.7591136952954,18.7111118812435"
21361663,2025-01-17,APARTMENT,2850000.0,0.0,63.0,45238.0,2.0,Pilgatan  4,"Norrtälje Hamn, Norrtälje kommun","59.7591136952954,18.7111118812435"
21348446,2025-01-17,APARTMENT,5200000.0,0.0,97.0,53608.0,4.0,Östra Rögårdsgatan 13,"Norrtälje Hamn, Norrtälje kommun","59.7591136952954,18.7111118812435"
20784715,2025-01-17,APARTMENT,1850000.0,0.0,35.0,52857.0,1.0,Pilgatan  6,"Norrtälje Hamn, Norrtälje kommun","59.7591136952954,18.7111118812435"
19211735,2025-01-17,APARTMENT,3925000.0,0.0,73.0,53767.0,3.0,Pilgatan 8,"Norrtälje Hamn, Norrtälje kommun","59.7591136952954,18.7111118812435"
21468974,2025-01-17,APARTMENT,3950000.0,0.0,78.0,50641.0,3.5,Trälåsvägen 14 B,"Grimmered och Ekebäck, Göteborgs kommun","57.6699448,11.89932"
19883519,2025-01-17,HOUSE,1295000.0,912.0,169.0,1419.96,8.0,Vallvägen 4,"Nordmaling, Nordmalings kommun","63.5689163,19.516367"
21439487,2025-01-17,WINTERIZED_VACATION_HOME,1375000.0,2703.0,73.0,508.69,4.0,Näckstigen 5,"Åsljunga, Örkelljunga kommun","56.2984762853,13.3616951082"
21416635,2025-01-17,HOUSE,1295000.0,1646.0,137.0,786.76,4.0,Hallandsvägen 91,"Örkelljunga, Örkelljunga kommun","56.2952800976,13.2820066299"
21432366,2025-01-17,APARTMENT,1475000.0,0.0,19.0,77632.0,1.0,"Larsbergsvägen 7, 3 tr","Larsberg, Lidingö kommun","59.34973,18.1438427"
21211420,2025-01-17,HOUSE,2995000.0,680.0,130.0,4404.41,5.0,Kyrkvägen 14,"Brämhult, Borås kommun","57.729816637,12.9964784728"
21469409,2025-01-17,HOUSE,5195000.0,1263.0,228.0,4113.22,5.0,Johansvägen 7,"Pershagen, Södertälje kommun","59.1573545,17.6493058"
21341245,2025-01-17,APARTMENT,1595000.0,0.0,72.1,22122.0,3.0,Törnrosavägen 3,"Centrala Södertälje, Södertälje kommun","59.205967,17.60578"
21448376,2025-01-17,APARTMENT,1450000.0,0.0,45.0,32222.0,2.0,Hertig Carls Väg 30,"Södertälje, Södertälje kommun","59.180477,17.647144"
21455396,2025-01-17,HOUSE,2195000.0,4586.0,52.0,478.63,2.0,Tolsjövägen 17,"Gråbo, Lerums kommun","57.86076,12.200016"
21393240,2025-01-17,TWIN_HOUSE,2795000.0,0.0,142.0,19683.0,6.0,Nydalavägen 18,"Södertälje, Södertälje kommun","59.216274,17.631577"
21469430,2025-01-17,APARTMENT,3175000.0,0.0,68.0,46691.0,2.0,"Attundavägen 12, 2tr","Täby Centrum, Täby kommun","59.4429741,18.0677662"
20854155,2025-01-17,APARTMENT,3695000.0,0.0,62.0,59597.0,3.0,Gylleholmsgatan,"Lund centrum, Lunds kommun","55.6975,13.2005205"
21348433,2025-01-17,APARTMENT,3950000.0,0.0,79.0,50000.0,3.0,Östra Rögårdsgatan 13,"Norrtälje Hamn, Norrtälje kommun","59.7591136952954,18.7111118812435"
20854235,2025-01-17,APARTMENT,2295000.0,0.0,35.0,65571.0,1.0,Gylleholmsgatan,"Lund centrum, Lunds kommun","55.6975,13.2005205"
21468792,2025-01-17,APARTMENT,185000.0,0.0,76.0,2434.0,3.0,Åre Strand 4B4 v7,"Åre, Åre kommun","63.39962,13.07378"
21457079,2025-01-17,HOUSE,4295000.0,470.0,175.0,9138.3,7.0,Bläsvägen 14,"Östertälje, Södertälje kommun","59.1854724035,17.6752898737"
21469452,2025-01-17,APARTMENT,2395000.0,0.0,78.0,30705.0,4.0,Bollmoravägen 120,"Lindalen, Tyresö kommun","59.24388,18.21242"
21469448,2025-01-17,APARTMENT,3990000.0,0.0,40.5,98519.0,2.0,Erik Dahlbergsgatan 35,"Nedre Gärdet - Östermalm, Stockholms kommun","59.3432846,18.0918179"
21469413,2025-01-17,APARTMENT,1495000.0,0.0,76.0,19671.0,3.0,Slaggatan 42B,"Centrum, Falu kommun","60.61343,15.6232"
21458102,2025-01-17,APARTMENT,1900000.0,0.0,63.5,29921.0,2.0,Ryttmästaregatan 13d,"Ringstorp, Helsingborgs kommun","56.0638861,12.7037039"
21469014,2025-01-17,APARTMENT,2995000.0,0.0,52.0,57596.0,2.5,"Thunbergsgatan 5, 1tr","Hammarbyhöjden, Stockholms kommun","59.296539086435146,18.09312760052261"
20906539,2025-01-17,APARTMENT,2495000.0,0.0,52.0,47981.0,2.0,Skådemyntsgatan 4,"Högsbohöjd, Göteborgs kommun","57.6755286,11.9154305"
21441319,2025-01-17,APARTMENT,3595000.0,0.0,88.0,40852.0,4.0,Skådemyntsgatan 6,"Högsbohöjd, Göteborgs kommun","57.6755136,11.915656"
21389640,2025-01-17,APARTMENT,2690000.0,0.0,64.7,41577.0,2.0,Stensbergsvägen 54D,"Södra området, Kalmar kommun","56.6635246,16.3356667"
21468968,2025-01-17,APARTMENT,2100000.0,0.0,81.0,25926.0,4.0,Kryddvägen 9B,"Kvarnsjön, Skövde kommun","58.4141121,13.8718319"
21469374,2025-01-17,APARTMENT,1195000.0,0.0,78.5,15223.0,3.0,Nysättravägen 19,"Brunnsäng, Södertälje kommun","59.211357,17.635042"
21365673,2025-01-17,APARTMENT,1350000.0,0.0,59.0,22881.0,2.0,Elsarostigen 8,"Brunnsäng, Södertälje kommun","59.2129942418,17.6347196102"
21450829,2025-01-17,APARTMENT,4250000.0,0.0,53.5,79439.0,2.0,"Kellgrensgatan 10, 3tr","Kungsholmen - Stadshagen, Stockholms kommun","59.3363083,18.014855"
21460839,2025-01-17,TWIN_HOUSE,3895000.0,0.0,110.0,35409.0,4.0,Ellen Mobergs gata 6B,"Sandtorp, Norrköpings kommun","58.5804001,16.1438922"
21460795,2025-01-17,APARTMENT,1995000.0,0.0,100.8,19792.0,4.0,"Storvretsvägen 90, 5tr","Skogås, Huddinge kommun","59.21513,18.155304"
21468249,2025-01-17,HOUSE,695000.0,1327.0,202.0,523.74,6.0,Storbrovägen 5,"Filipstad, Filipstads kommun","59.717113302645956,14.16076160106216"
21452980,2025-01-17,HOUSE,1950000.0,2200.0,75.0,886.36,4.0,Brohammarvägen 5,"Kvicksund, Eskilstuna kommun","59.44572572182847,16.312512950227795"
21455482,2025-01-17,HOUSE,8695000.0,3064.0,174.0,2837.79,6.0,Bondvägen 81,"Gudö, Haninge kommun","59.1976471,18.2323914"
21437220,2025-01-17,APARTMENT,3495000.0,0.0,92.0,37989.0,3.0,Ängavägen 6,"Veberöd, Lunds kommun","55.6333196183903,13.4965097945782"
21437231,2025-01-17,APARTMENT,2995000.0,0.0,81.0,36975.0,3.0,Sjöbovägen 21,"Veberöd, Lunds kommun","55.6333196183903,13.4965097945782"
21469429,2025-01-17,APARTMENT,3550000.0,0.0,96.3,36864.0,3.0,Nygatan 12,"Centralt, Strängnäs kommun","59.3755995,17.0253174"
21444224,2025-01-17,APARTMENT,1495000.0,0.0,64.5,23178.0,2.0,Susebogatan 3A,"Centrala Väsby, Upplands Väsby kommun","59.5214081,17.9119816"
21469443,2025-01-17,HOUSE,2400000.0,1058.0,63.0,2268.43,4.0,Stenbovägen 2,"Storsand, Hudiksvalls kommun","61.74966049194336,17.375118255615234"
21469405,2025-01-17,APARTMENT,2650000.0,0.0,45.0,58889.0,2.0,Järva Skjutbaneväg 33,"Järvastaden, Solna kommun","59.3823967,17.98558"
17371019,2025-01-17,PLOT,1695000.0,3109.0,0.0,545.19,0.0,Ensta 8,"Järna, Södertälje kommun","59.10989,17.4353352"
19187895,2025-01-17,ROW_HOUSE,4650000.0,170.0,125.0,27352.94,4.0,Forsbackagatan 15,"Farsta, Stockholms kommun","59.23779,18.1083279"
21387572,2025-01-17,PLOT,550000.0,954.0,0.0,576.52,0.0,Aspö Skarpan 2,"Aspö Skarpan, Strängnäs kommun","59.47932,17.029829"
21353134,2025-01-17,LINKED_HOUSE,8495000.0,0.0,159.0,53428.0,5.0,Svanjaktsvägen 4C,"Ljunghusen, Vellinge kommun","55.4058342,12.91954"
21365229,2025-01-17,APARTMENT,2295000.0,0.0,42.0,54643.0,2.0,Kratsbodavägen 50B,"Mariehäll, Stockholms kommun","59.3612747,17.954567"
21405906,2025-01-17,APARTMENT,1895000.0,0.0,33.0,57424.0,1.0,Krankajen 32,"Dockan, Malmö kommun","55.6175652,12.99006"
21448279,2025-01-17,APARTMENT,2995000.0,0.0,58.0,51638.0,2.0,Regementsgatan 27E,"Ribersborg, Malmö kommun","55.5985222,12.9765482"
21469402,2025-01-17,HOUSE,2685000.0,1082.0,234.0,2481.52,6.0,Borgargatan 22,"Centrum, Tibro kommun","58.42483,14.158718"
21469121,2025-01-17,APARTMENT,725000.0,0.0,42.0,17262.0,1.0,Riddaregatan 9A,"Centralt, Trollhättans kommun","58.280235,12.285667"
21469428,2025-01-17,APARTMENT,2965000.0,0.0,24.0,123542.0,1.0,Sankt Göransgatan 163,"Stockholm - Kungsholmen, Stockholms kommun","59.33849,18.01349"
21469142,2025-01-17,APARTMENT,975000.0,0.0,63.5,15354.0,2.0,Sköttmors väg 13H,"Skräddarbacken, Borlänge kommun","60.47392843923013,15.377770816356547"
21469407,2025-01-17,APARTMENT,1595000.0,0.0,56.6,28180.0,2.0,Surbrunnsvägen 4B,"Regementsområdet, Falu kommun","60.60304,15.6542"
19934483,2025-01-17,APARTMENT,4995000.0,0.0,95.0,52579.0,4.0,Parkallén 29,"Täby Park, Täby kommun","59.4438934,18.0868244"
21438963,2025-01-17,APARTMENT,1995000.0,0.0,49.0,40714.0,3.0,Bellevuegatan 3A,"Centrala Södertälje, Södertälje kommun","59.19496,17.623508"
21429753,2025-01-17,TERRACED_HOUSE,2295000.0,0.0,112.5,20400.0,5.0,Snäckgatan 19,"Nybrostrand, Ystads kommun","55.43951418078851,13.934725097892606"
21457492,2025-01-17,APARTMENT,2995000.0,0.0,59.0,50763.0,2.5,Galonvägen 32,"Riksby, Stockholms kommun","59.34014060000001,17.9481803"
21454647,2025-01-17,APARTMENT,2750000.0,0.0,42.0,65476.0,2.0,Bäckvägen 112,"Hägerstensåsen, Stockholms kommun","59.30157036535505,17.9869791666348"
21317696,2025-01-17,HOUSE,4495000.0,754.0,172.0,5961.54,3.0,Västra Däcksgatan 5,"Edvinshem, Ystads kommun","55.4278912,13.7916611"
21325973,2025-01-17,TWIN_HOUSE,5095000.0,0.0,116.0,43922.0,6.0,Sippvägen 37,"Vega, Haninge kommun","59.1798587324,18.1334924698"
21465861,2025-01-17,APARTMENT,2495000.0,0.0,26.0,95962.0,1.0,"Heleneborgsgatan 9A, gårdshus!","Södermalm Högalid, Stockholms kommun","59.31911,18.0375824"
21396292,2025-01-17,APARTMENT,1550000.0,0.0,56.0,27679.0,2.0,Erikshällsgatan 8,"Södertälje, Södertälje kommun","59.18856,17.62102"
21467781,2025-01-17,APARTMENT,2450000.0,0.0,62.0,39516.0,3.0,Allévägen 19,"Vallentuna Centrum, Vallentuna kommun","59.53489,18.071888"
21468521,2025-01-17,ROW_HOUSE,2750000.0,0.0,115.0,23913.0,5.0,Hagmarksgatan 16B,"Trädgårdsstaden, Skövde kommun","58.419937,13.894821"
21468531,2025-01-17,HOUSE,1450000.0,1176.0,209.0,1232.99,4.0,Nolboplan 25,"Skultorp, Skövde kommun","58.3449945075,13.8352144269"
21468537,2025-01-17,HOUSE,1995000.0,990.0,186.0,2015.15,4.0,Stenåsvägen 4,"Stöpen, Skövde kommun","58.4766291713,13.862119351"
21469346,2025-01-17,APARTMENT,5895000.0,0.0,54.0,109167.0,2.0,"Rindögatan 7, 7 tr","Gärdet/Östermalm, Stockholms kommun","59.34765,18.094677"
21151095,2025-01-17,APARTMENT,895000.0,0.0,37.5,23867.0,1.0,Viksängsvägen 1,"Södertälje, Södertälje kommun","59.18867,17.6443"
21464326,2025-01-17,HOUSE,3875000.0,1434.0,100.0,2702.23,4.0,Krikvägen 10,"Ullevi, Gnesta kommun","59.121067,17.196703"
21469008,2025-01-17,HOUSE,4695000.0,941.0,178.0,4989.37,6.0,Snapphanevägen 16,"Skurup, Skurups kommun","55.4930344,13.5066891"
21469386,2025-01-17,TERRACED_HOUSE,5295000.0,0.0,161.0,32888.0,5.0,Gjuterigatan 122,"Gjuteriet, Ystads kommun","55.4257633,13.8093881"
21467074,2025-01-17,APARTMENT,6495000.0,0.0,77.0,84351.0,3.0,Näsbyviksgränd 2,"Näsbypark, Täby kommun","59.42593,18.080835"
21289879,2025-01-17,APARTMENT,2795000.0,0.0,80.0,34938.0,5.0,Varglyan 103,"Stöten, Malung-Sälens kommun","61.27012,12.8618507"
21388113,2025-01-17,APARTMENT,1395000.0,0.0,34.0,41029.0,1.0,Bergmästaregatan 25A,"Centrum, Falu kommun","60.60819,15.6343"
21442435,2025-01-17,APARTMENT,2334900.0,0.0,56.0,41695.0,2.0,"Honungsvägen 44, lgh 1201","Ranagård, Halmstads kommun","56.66228985245014,12.766939798102438"
21459002,2025-01-17,APARTMENT,2595000.0,0.0,46.0,56413.0,2.0,Inlandsgatan 5,"Kongahälla, Kungälvs kommun","57.8748903058478,11.9713368737589"
21458994,2025-01-17,APARTMENT,3895000.0,0.0,88.0,44261.0,3.0,Hansagatan 27,"Kongahälla, Kungälvs kommun","57.8748903058478,11.9713368737589"
21405812,2025-01-17,APARTMENT,1595000.0,0.0,53.5,29813.0,2.0,Ljuragatan 2c,"Ljura, Norrköpings kommun","58.579903,16.197382"
21429686,2025-01-17,TERRACED_HOUSE,5495000.0,0.0,129.0,42597.0,6.0,Högmoravägen 35N,"Högmora, Huddinge kommun","59.24271,18.0455"
21446589,2025-01-17,LINKED_HOUSE,8995000.0,931.0,255.0,9661.65,9.0,Lievägen 16,"Ella Gård, Täby kommun","59.449211331,18.0543133757"
21306472,2025-01-17,HOUSE,4995000.0,1000.0,192.0,4995.0,8.0,Skogsängsvägen 12,"Storvreta, Uppsala kommun","59.9561729,17.712822"
21469270,2025-01-17,APARTMENT,1095000.0,0.0,35.0,31286.0,1.0,Vitemöllegatan 11A,"Nobeltorget, Malmö kommun","55.58921,13.0268879"
21430894,2025-01-17,HOUSE,5785000.0,613.0,239.0,9437.19,4.0,Trädgårdsgatan 1,"Lasarettsområdet, Lidköpings kommun","58.500051270951325,13.151817540184819"
20824236,2025-01-17,HOUSE,8495000.0,2060.0,752.0,4123.79,12.0,Guldsmedsgatan 19,"Centrum, Skara kommun","58.387193508514464,13.443281241137132"
21417909,2025-01-17,HOUSE,7995000.0,902.0,152.0,8863.64,4.0,Marvedsvägen 11,"Snättringe/Utsälje, Huddinge kommun","59.25680494681264,17.961882969422632"
21396326,2025-01-17,OTHER,6985000.0,1549.0,461.0,4509.36,0.0,Gunnar Wennerbergsgatan 3,"Centrum, Skara kommun","58.38467877272844,13.433009634862639"
21051777,2025-01-17,HOUSE,950000.0,1546.0,160.0,614.49,4.0,Parkvägen 2,"Urshult, Tingsryds kommun","56.5331675667,14.8155670633"
21469380,2025-01-17,HOUSE,3250000.0,1208.0,277.0,2690.4,4.0,Spadarvsvägen 8,"Sundborn, Falu kommun","60.6513305,15.7686422"
21431493,2025-01-17,TERRACED_HOUSE,4995000.0,0.0,132.0,37841.0,6.0,Österängsvägen 19C,"Gladö Kvarn, Huddinge kommun","59.18814,17.9674016"
21469367,2025-01-17,APARTMENT,1295000.0,0.0,84.5,15325.0,3.0,Sofiedalsvägen 17,"Hudiksvall, Hudiksvalls kommun","61.73679715820705,17.093290839848038"
21469384,2025-01-17,APARTMENT,4295000.0,0.0,54.0,79537.0,2.0,Optikvägen 9 ,"Dalénum, Lidingö kommun","59.3435740491,18.1567525864"
19986477,2025-01-17,APARTMENT,8195000.0,0.0,91.0,90055.0,4.0,Kanalgränd 3,"Oceanhamnen, Helsingborgs kommun","56.04056,12.69236"
18921199,2025-01-17,APARTMENT,5800000.0,0.0,101.0,57426.0,4.0,Kanalgränd 3,"Oceanhamnen, Helsingborgs kommun","56.04056,12.69236"
21469382,2025-01-17,APARTMENT,3495000.0,0.0,42.0,83214.0,2.0,"Luxgatan 5, vån 2","Lilla Essingen - Kungsholmen, Stockholms kommun","59.32469,18.009123"
21469383,2025-01-17,APARTMENT,1695000.0,0.0,114.0,14868.0,4.0,Mjölkvägen 88,"Östra Ersboda, Umeå kommun","63.8614769,20.3396015"
21469130,2025-01-17,APARTMENT,675000.0,0.0,44.0,15341.0,1.0,Linnévägen 8B,"Oppeby, Nyköpings kommun","58.7690239,16.983923"
19701475,2025-01-17,APARTMENT,2795000.0,0.0,82.0,34085.0,4.0,Kälkbacken 15A,"Riksten, Botkyrka kommun","59.18126,17.92126"
21441732,2025-01-17,APARTMENT,2095000.0,0.0,65.3,32083.0,3.0,Sandstuguvägen 51,"Uttran, Botkyrka kommun","59.20164,17.80242"
21286182,2025-01-17,APARTMENT,1645000.0,0.0,44.0,37386.0,1.5,Myntvägen 10,"Tumba, Botkyrka kommun","59.2012,17.82955"
21458139,2025-01-17,APARTMENT,1875000.0,0.0,40.0,46875.0,2.0,Östra Långgatan 79E - lgh E1101,"Trosa Centralt, Trosa kommun","58.90137,17.547976"
21379220,2025-01-17,HOUSE,1990000.0,1009.0,157.0,1972.25,4.0,Körsvensvägen 6,"Tvärskog, Kalmar kommun","56.6242027,16.0376282"
21469339,2025-01-17,LINKED_HOUSE,4895000.0,498.0,125.0,9829.32,5.0,Lavgatan 1,"Sigtuna - Hällsbo, Sigtuna kommun","59.6282622906,17.7013856019"
21451016,2025-01-17,APARTMENT,2795000.0,0.0,67.5,49469.0,2.5,Korstörnegatan 9,"Centrala Hisingen, Göteborgs kommun","57.718052,11.927497"
21469028,2025-01-17,APARTMENT,1095000.0,0.0,35.9,30501.0,1.0,Borgargatan 6 b,"Gransäter-Grind, Norrtälje kommun","59.7640613,18.7242188"
21441869,2025-01-17,HOUSE,2795000.0,746.0,236.0,3746.65,5.0,Schenströmsgatan 12,"Stigarna, Köpings kommun","59.5238571,16.004425"
21469375,2025-01-17,APARTMENT,3795000.0,0.0,49.0,77449.0,2.0,Bohusgatan 9A,"Heden, Göteborgs kommun","57.70357,11.98206"
21464500,2025-01-17,APARTMENT,1295000.0,0.0,36.5,35479.0,1.0,Oterdahlsgatan 9A,"Centrala Hisingen, Göteborgs kommun","57.720306,11.923611"
21383158,2025-01-17,APARTMENT,1990000.0,0.0,73.2,27186.0,3.0,Hammarvägen 56,"Jakobsberg, Järfälla kommun","59.4183883049,17.8424084187"
21469112,2025-01-17,HOUSE,2200000.0,1.7,120.0,1294117.65,3.0,Stärte 712,"Trönö, Söderhamns kommun","61.4156366554,16.8077339252"
21446361,2025-01-17,APARTMENT,2250000.0,0.0,75.0,30000.0,3.0,Frihetsvägen 24,"Jakobsberg, Järfälla kommun","59.417072791,17.837344408"
21378269,2025-01-17,APARTMENT,1590000.0,0.0,61.0,26066.0,2.0,Rondellen 15,"Kallhäll, Järfälla kommun","59.4565981591,17.8072098188"
21410757,2025-01-17,APARTMENT,2390000.0,0.0,95.0,25158.0,4.0,Aspnäsvägen 32,"Jakobsberg, Järfälla kommun","59.4272465946,17.8454660883"
21363180,2025-01-17,APARTMENT,1195000.0,0.0,82.0,14573.0,3.0,Svarvarvägen 10H,"Lindsdal, Kalmar kommun","56.73781,16.3018875"
21469058,2025-01-17,APARTMENT,1975000.0,0.0,73.0,27055.0,3.0,"Bjursätragatan 113, 3tr","Rågsved, Stockholms kommun","59.253254,18.024183"
21459014,2025-01-17,APARTMENT,5650000.0,0.0,107.0,52804.0,4.0,Inlandsgatan 5,"Kongahälla, Kungälvs kommun","57.8748903058478,11.9713368737589"
21459006,2025-01-17,APARTMENT,5050000.0,0.0,83.0,60843.0,3.0,Hansagatan 27,"Kongahälla, Kungälvs kommun","57.8748903058478,11.9713368737589"
